"id1","rank_number","char","cls","atr","bg","rarityscore"
3871,717,"Panda","Peddler_v3_c2","Aura Purple","A3",183.61069948950117
3872,2124,"Frog","Pirate_v2_c1","Rock Hands","A3",141.5868342136611
3873,2669,"Shiba Inu","Bard_v2_c1","Mohawk","A2",131.47454502374066
3874,4915,"Rabbit","Hunter_v2_c2","None","A1",87.57769593972785
3875,2631,"Shiba Inu","Mercenary_v1_c3","Tattoo 5","E2",132.17759394305529
3876,1709,"Frog","Medic_v1_c3","Unicorn","D3",150.22219145110773
3877,3181,"Black Cat","Fighter_v3_c2","Spiked Body","B2",122.58700902678669
3878,4498,"Crow","Hunter_v2_c2","Bubble Pipe","E2",105.88246679562398
3879,1886,"Stag","Detective_v1_c2","None","A1",146.899044076626
3880,2368,"Cat","Fighter_v3_c3","Tattoo 3","B3",136.0883613015413
3881,1631,"Red Panda","Magician_v1_c1","Lava Hands","D1",151.65078510026592
3882,4249,"Red Panda","Bard_v2_c3","Tattoo 4","A3",109.58393123919029
3883,1978,"Panda","Bard_v2_c2","Techno Skin Blue","D3",145.12366870435633
3884,1783,"Cat","Magician_v2_c1","Tattoo 1","D1",148.71250265391896
3885,589,"Dog","Pirate_v3_c2","Mustache","F1",189.4638631095153
3887,3823,"Red Panda","Mercenary_v1_c2","None","A2",113.76125830900405
3888,1984,"Red Black Panda","Peddler_v1_c1","Beard","A2",145.0208147119867
3889,275,"Shiba Inu","Knight_v2_c3","Beard","B2",223.23412476523043
3890,4854,"Husky","Hunter_v1_c1","None","A2",91.21348534695854
3891,2470,"Rabbit","Peddler_v2_c1","Rock Hands","A2",134.32341048506166
3892,1208,"Red Panda","Fighter_v3_c3","Head Tech","E1",162.64082098726442
3893,150,"Goat","Knight_v2_c1","Feathered Wings","B1",249.60318177709482
3894,3071,"Cat","Pirate_v1_c2","None","D1",124.62799472892875
3895,1383,"Red Black Panda","Farmer_v1_c1","Mutton Chop","E2",157.55714551069772
3896,79,"Black Red Panda","Magician_v4_c3","Diamond Hands","B2",284.9347322637325
3897,3401,"Rabbit","Hunter_v2_c1","Cigar","C1",118.97109285654335
3898,400,"Crow","Detective_v3_c1","Mohawk","E3",207.72430163845
3899,2680,"Dog","Farmer_v1_c1","Techno Skin Purple","F1",131.3558481346153
3900,4344,"Rabbit","Farmer_v1_c1","Bubble Pipe","A2",108.39228728642823
3901,1702,"Goat","Hunter_v3_c1","Bandana","B3",150.37074983479135
3902,1911,"Cat","Bard_v1_c3","Unicorn","A1",146.11229130384305
3903,2341,"Owl","Pirate_v2_c3","Bandana","A3",136.29234672673738
3904,2089,"Gator","Mercenary_v1_c2","Tattoo 5","A1",142.44572195388082
3905,411,"Frog 2","Medic_v3_c2","Marked Skin 2","A2",206.9525504008977
3906,1449,"Owl","Mercenary_v1_c3","Mohawk","B1",155.89847235045377
3907,4574,"Frog 2","Bard_v1_c3","Tattoo 1","A2",101.65667807920498
3908,2997,"Red Gator","Farmer_v2_c3","None","E3",125.93638906515513
3909,1751,"Crow","Fighter_v3_c3","Techno Skin Blue","A1",149.18837174972003
3910,566,"Platypus","Knight_v1_c2","None","B2",192.05149580163618
3911,3305,"Frog","Medic_v1_c1","Spiked Body","C2",120.5194601122862
3912,1118,"Husky","Peddler_v3_c1","Techno Skin Purple","B1",165.25851285498496
3913,3318,"Black Cat","Farmer_v1_c3","Pipe","F2",120.25433758787796
3914,3677,"Goat","Farmer_v1_c3","Tattoo 3","F1",115.12378131580259
3915,3529,"Cat","Bard_v2_c3","Antlers","C3",117.06004496131615
3916,4696,"Platypus","Bard_v3_c1","None","A3",94.97339554806416
3917,1749,"Frog","Pirate_v2_c3","Ice Hands","D1",149.2381609671354
3918,4908,"Frog 2","Hunter_v2_c1","None","A3",88.33328240649944
3919,4853,"Frog 2","Farmer_v1_c1","None","A1",91.21714357593355
3920,2892,"Platypus","Bard_v1_c1","Horns 2","B1",127.4429644396895
3921,4410,"Owl 2","Hunter_v2_c3","Bandana","A3",107.39544047599
3922,299,"Platypus","Medic_v3_c2","Marked Skin 2","C2",219.2955440169683
3923,1246,"Crow","Peddler_v3_c1","Techno Skin Purple","A3",162.09092578563747
3924,313,"Husky","Knight_v2_c3","Antlers","D3",217.51235557256382
3926,4327,"Cat","Medic_v1_c2","Monocle","A2",108.642701702319
3927,2204,"Shiba Inu","Fighter_v3_c3","Tattoo 3","D1",139.67187903827227
3928,811,"Frog","Medic_v3_c1","Tattoo 3","E2",178.562548629355
3929,3827,"Black Cat","Fighter_v3_c2","Tattoo 3","E3",113.71062767883008
3930,1052,"Husky","Peddler_v3_c3","Pipe","D2",167.28484200363394
3931,1762,"Crow","Magician_v2_c2","Tattoo 3","D2",149.00286706988837
3932,1934,"Tiger","Fighter_v1_c3","Antlers","B2",145.61741652311855
3933,787,"Dog","Medic_v3_c1","Antlers","A3",179.19235000829457
3934,1399,"Owl 2","Magician_v2_c3","Tattoo 4","F1",157.03884319328597
3936,2253,"Goat","Fighter_v3_c3","Mustache","E2",138.31642368539036
3937,1596,"Goat","Magician_v3_c3","Cigar","A2",152.52990299452026
3938,681,"Red Panda","Detective_v3_c3","Pipe","D2",185.07074350380802
3939,4561,"Goat","Bard_v1_c3","Earring","E3",103.23028477310454
3940,1488,"Frog 2","Hunter_v3_c3","Aura Aqua","E2",154.81515586587577
3941,1424,"Cat","Detective_v1_c1","Robotic Hand","E3",156.42601962972174
3942,4616,"Red Panda","Magician_v1_c1","None","B2",97.71856972399684
3943,4240,"Goat","Bard_v2_c3","Earring","D3",109.63367220008851
3944,4542,"Cat","Medic_v1_c3","Earring","E2",104.01132243610752
3945,2646,"Cat","Magician_v2_c1","None","E2",131.81458187031328
3946,2783,"Red Panda","Farmer_v2_c1","Techno Skin Purple","D1",129.39066679391473
3947,3648,"Black Cat","Magician_v4_c1","None","E3",115.46652718100752
3948,2402,"Gator","Medic_v1_c2","Horns 2","A3",135.67042171172338
3949,628,"Cat","Detective_v3_c2","Antlers","C1",187.59219299219302
3950,2175,"Tiger","Medic_v1_c2","Bubble Pipe","B3",140.488973884261
3951,1770,"Red Gator","Bard_v2_c2","Marked Skin","A2",148.8554505850504
3952,1489,"Shiba Inu","Detective_v1_c1","Earring","D1",154.80922948507202
3953,4452,"Frog 2","Farmer_v1_c3","Tattoo 3","A1",106.6010836459486
3954,1468,"Goat","Hunter_v3_c3","Bandana","F3",155.50420614688954
3955,3429,"Red Panda","Mercenary_v3_c1","None","E2",118.55491085502752
3956,3390,"Cat","Peddler_v2_c3","None","F2",119.07867980745219
3957,2773,"Owl","Medic_v1_c1","Black Eyes","A1",129.83541707253718
3958,1290,"Red Panda","Mercenary_v3_c1","Black Eyes","D1",160.72019358702966
3959,1920,"Rabbit","Hunter_v3_c3","Tattoo 3","A3",145.91532942032913
3960,1175,"Red Gator","Hunter_v3_c3","None","A3",163.62421592110675
3961,3358,"Dog","Pirate_v2_c3","None","A2",119.44634194102316
3962,1628,"Red Panda","Hunter_v2_c3","Unicorn","E1",151.71856092294047
3963,1623,"Owl 2","Peddler_v3_c3","None","E3",151.92456140152024
3964,2097,"Red Gator","Farmer_v3_c3","Bandana","A1",142.21789064552848
3965,3746,"Frog","Medic_v1_c3","Fire Aura","A2",114.42157407736782
3966,4771,"Shiba Inu","Medic_v1_c1","None","A1",92.92243407185832
3967,736,"Husky","Detective_v2_c1","Marked Skin 2","F1",182.4058724351907
3968,493,"Owl 2","Pirate_v3_c1","Fire Eyes","A3",197.55076105222233
3969,2940,"Red Panda","Fighter_v1_c3","Horns 2","A2",126.69075002004948
3970,4870,"Dog","Medic_v1_c1","None","E2",90.7229152036466
3971,1314,"Rabbit","Fighter_v3_c3","Head Tech","E2",159.4423843937673
3972,2871,"Stag","Farmer_v2_c1","Bandana","D1",127.64820009361253
3973,2445,"Crow","Pirate_v2_c1","Tattoo 3","A3",134.84499100795682
3974,2302,"Frog 2","Peddler_v2_c1","Robotic Hand","B3",137.3469408942445
3975,2857,"Black Red Panda","Bard_v3_c1","Bubble Pipe","D1",127.93999250736482
3976,494,"Black Red Panda","Pirate_v3_c1","Mustache","A2",197.54057725754828
3977,2839,"Owl 2","Magician_v4_c3","Robotic Hand","A3",128.29459661461627
3978,2771,"Stag","Hunter_v1_c2","Monocle","A3",129.8448673042781
3979,4743,"Frog","Farmer_v3_c3","None","E3",93.80800301394298
3980,3226,"Crow","Farmer_v3_c2","Robotic Hand","F1",121.75344415932652
3981,4829,"Rabbit","Magician_v1_c1","None","A2",91.38175971847485
3982,1998,"Gator","Medic_v1_c2","Fire Eyes","C1",144.55256125274235
3983,3971,"Frog 2","Mercenary_v1_c1","None","A3",112.10015201583481
3984,1168,"Gator","Detective_v1_c3","Bandana","A3",164.07908795430185
3985,4184,"Goat","Medic_v1_c1","Antlers","D2",110.04893529893529
3986,2596,"Owl","Peddler_v1_c2","Techno Skin Blue","F2",132.6725601733612
3987,1893,"Platypus","Magician_v4_c3","Mutton Chop","F1",146.7858117923567
3988,3717,"Platypus","Hunter_v2_c1","Beard","D1",114.75809179008327
3989,2025,"Dog","Detective_v2_c2","Earring","B3",144.0724235471805
3990,3932,"Frog 2","Bard_v2_c2","Tattoo 2","A3",112.63729798533372
3991,4284,"Shiba Inu","Medic_v1_c3","Earring","D3",109.37618280202534
3992,923,"Owl 2","Peddler_v1_c3","Rock Hands","B3",172.5633590650635
3993,3419,"Platypus","Farmer_v1_c1","Tattoo 3","F1",118.75717860197766
3994,630,"Frog 2","Magician_v3_c1","Lava Hands","B1",187.51863116133615
3995,3263,"Tiger","Hunter_v2_c2","None","A3",121.18981900099554
3996,4915,"Owl","Bard_v2_c1","None","A1",87.57769593972785
3997,4438,"Frog 2","Medic_v1_c2","Bubble Pipe","B2",106.69682216540252
3998,3322,"Husky","Fighter_v3_c2","Fire Aura","A2",120.18934090657368
3999,3633,"Crow","Fighter_v1_c1","Tattoo 5","F1",115.7243142827382
4001,2420,"Platypus","Mercenary_v1_c1","Beard","A1",135.35961990171256
4002,997,"Stag","Detective_v1_c2","White Eyes","A1",169.2080596329131
4003,4496,"Frog","Hunter_v2_c2","Bubble Pipe","E2",105.93855697671415
4004,1396,"Red Panda","Magician_v3_c3","Tattoo 5","F1",157.11869485800938
4005,1470,"Dog","Detective_v1_c1","Mustache","B3",155.4235834418649
4006,3113,"Panda","Farmer_v1_c2","Tattoo 3","A2",123.5946632382766
4007,447,"Nega Tiger","Fighter_v1_c3","Spiked Body","A2",202.13452356538616
4008,3924,"Rabbit","Bard_v2_c2","Tattoo 2","A2",112.79086335993144
4009,3274,"Owl 2","Farmer_v3_c3","Horns","D3",120.9686445886454
4010,2511,"Crow","Peddler_v2_c2","Tattoo 5","C1",133.91509162134165
4011,709,"Goat","Detective_v3_c3","Monocle","A1",183.8414977314318
4012,3594,"Black Red Panda","Magician_v1_c1","None","F1",116.17501719354739
4013,217,"Stag","Knight_v2_c2","Aura Purple","B2",233.07421502235317
4014,4586,"Rabbit","Bard_v3_c1","None","C1",99.79631169929189
4015,11,"Owl 2","Medic_v2_c2","Aura Purple","F1",1698.661204304397
4016,943,"Black Red Panda","Detective_v1_c1","Monocle","A1",171.4591412116592
4017,2015,"Tiger","Farmer_v2_c2","Bandana","E2",144.13294029059722
4018,4898,"Rabbit","Bard_v2_c1","None","E1",89.01512617692138
4019,368,"Rabbit","Medic_v3_c1","Marked Skin 2","F1",211.39167927423952
4020,235,"Red Gator","Pirate_v1_c3","Horns 2","B2",230.2276231815395
4021,4835,"Frog","Hunter_v1_c1","None","A2",91.3252892649705
4022,4626,"Red Panda","Peddler_v1_c1","None","E3",97.03228374628823
4023,3162,"Husky","Pirate_v1_c2","None","E2",122.81374341683818
4024,1338,"Red Black Panda","Detective_v2_c2","None","A1",158.95028099240665
4025,70,"Rabbit","Medic_v3_c3","Spiked Body","A2",290.0420270427959
4026,3199,"Dog","Farmer_v2_c3","Marked Skin","F2",122.17600705205098
4027,855,"Cat","Hunter_v3_c2","Horns 2","F1",176.0564925492251
4028,3467,"Frog","Farmer_v2_c2","Aura Purple","B2",118.06832443191465
4029,4343,"Black Cat","Bard_v1_c2","Earring","D1",108.40522855235915
4030,1222,"Platypus","Magician_v2_c1","Fire Aura","E1",162.4387024723541
4031,4082,"Black Red Panda","Farmer_v1_c3","None","D2",110.97527249380269
4032,1116,"Owl 2","Magician_v2_c2","Techno Skin Purple","A2",165.27673603743085
4033,4289,"Panda","Peddler_v1_c2","None","A1",109.23529237032143
4034,2765,"Dog","Medic_v1_c1","White Eyes","G1",130.04552913624696
4035,3264,"Red Black Panda","Bard_v1_c3","None","E2",121.18885796458935
4036,4775,"Owl","Farmer_v1_c2","None","E2",92.79222186998716
4037,1058,"Shiba Inu","Magician_v1_c3","Mustache","A2",167.04491963373297
4038,726,"Red Black Panda","Magician_v3_c2","Earring","E3",182.7010969489167
4039,2619,"Goat","Fighter_v1_c1","Mutton Chop","F3",132.3435584007706
4040,3020,"Dog","Mercenary_v2_c1","Earring","A2",125.62027060400554
4041,4925,"Husky","Hunter_v2_c2","None","A2",87.40576333923651
4042,3533,"Red Panda","Farmer_v2_c1","Tattoo 2","D3",117.05582462595763
4043,4780,"Frog","Fighter_v1_c3","None","E2",92.7357514164828
4044,3002,"Black Cat","Medic_v1_c2","Fire Eyes","D3",125.88932192377646
4045,3716,"Frog","Hunter_v2_c3","Sunglasses","A1",114.77054042959215
4046,1887,"Stag","Magician_v3_c3","None","A2",146.89538584765097
4047,4604,"Shiba Inu","Farmer_v1_c3","None","B1",98.11353167781725
4048,2539,"Crow","Magician_v3_c1","None","D1",133.57311944548206
4049,1767,"Owl","Medic_v1_c2","Electric","C3",148.94304571135078
4051,1818,"Red Panda","Pirate_v1_c1","Pipe","C1",148.00477391783843
4052,4864,"Rabbit","Hunter_v2_c3","None","D2",90.78884499182517
4053,564,"Crow","Pirate_v1_c3","Cigar","C3",192.10701041416397
4054,1941,"Cat","Magician_v3_c1","Earring","A1",145.5471611562129
4055,820,"Stag","Detective_v3_c3","None","A1",178.20698058456253
4056,3050,"Husky","Magician_v4_c3","Cigar","A3",125.03836362898248
4057,3603,"Platypus","Medic_v1_c2","Spiked Body","B1",116.05363034532117
4058,1982,"Black Cat","Pirate_v2_c3","Robotic Hand","A3",145.05458104212224
4059,4891,"Crow","Bard_v1_c3","None","B3",89.764813388389
4060,2525,"Dog","Bard_v3_c2","Cigar","C2",133.67716078086923
4061,4118,"Shiba Inu","Medic_v1_c3","Beard","A1",110.59677554551665
4062,1966,"Cat","Mercenary_v1_c3","Techno Skin Purple","E3",145.27505660164348
4063,658,"Rabbit","Medic_v3_c2","Antlers","D1",186.60289885164318
4064,4553,"Shiba Inu","Farmer_v1_c1","None","C2",103.4733142865129
4065,4311,"Rabbit","Farmer_v3_c3","Tattoo 5","E3",108.8841257124033
4066,4650,"Red Panda","Bard_v3_c1","None","E1",95.9906584634843
4067,1214,"Crow","Magician_v3_c3","Horns 2","A1",162.54895797050972
4068,3171,"Red Panda","Pirate_v2_c1","None","A3",122.7414218513772
4069,2450,"Husky","Pirate_v2_c2","Tattoo 3","A2",134.77456827411643
4070,210,"Black Cat","Knight_v1_c1","Black Eyes","A2",234.7914068660285
4071,3342,"Dog","Bard_v1_c3","Techno Skin Purple","E1",119.6861941437763
4072,2790,"Tiger","Fighter_v1_c1","None","D3",129.17274271156495
4073,1868,"Goat","Detective_v1_c2","Bandana","A1",147.18260328306724
4074,1263,"Gator","Medic_v1_c1","Lava Hands","E3",161.64799528867218
4075,3060,"Gator","Bard_v3_c1","Tattoo 1","E3",124.81190915258607
4076,4500,"Crow","Hunter_v2_c1","Antlers","A3",105.85458092805972
4077,4758,"Goat","Bard_v2_c2","None","A1",93.40079623344131
4078,4395,"Rabbit","Medic_v1_c1","Earring","D1",107.73339662184682
4079,3340,"Red Panda","Farmer_v1_c1","Rock Hands","B2",119.788262818626
4080,1676,"Husky","Mercenary_v2_c2","Mutton Chop","F2",150.6950631404483
4081,3416,"Crow","Fighter_v3_c2","Marked Skin","D3",118.8190631063443
4082,1009,"Red Black Panda","Farmer_v1_c1","Marked Skin 2","D3",168.79609644803907
4083,4484,"Frog","Bard_v3_c2","None","D3",106.23476518212777
4084,4304,"Frog 2","Bard_v1_c2","Mustache","B2",109.02354949940994
4085,1681,"Platypus","Magician_v3_c1","Tattoo 5","E3",150.57506220690973
4086,3790,"Red Panda","Hunter_v1_c2","Tattoo 2","A3",113.90153389619513
4087,3208,"Owl","Bard_v3_c1","Monocle","F2",122.04924522498757
4088,3645,"Rabbit","Bard_v2_c2","Rock Hands","A2",115.5233015525998
4090,4665,"Owl","Peddler_v1_c1","None","B1",95.64068049474764
4091,3921,"Red Panda","Hunter_v2_c2","Monocle","A3",112.82625008114148
4092,2117,"Frog","Peddler_v1_c1","Marked Skin 2","C3",141.82397176294316
4093,3910,"Black Cat","Farmer_v1_c3","Tattoo 4","B2",112.98168806506865
4094,3435,"Platypus","Bard_v2_c3","Robotic Hand","E1",118.46946811194327
4095,3277,"Goat","Pirate_v2_c2","None","E1",120.9435205882819
4097,2238,"Frog","Pirate_v2_c3","Tattoo 2","A3",138.85439602099274
4098,1473,"Black Red Panda","Detective_v1_c2","None","C1",155.30993782846804
4099,3180,"Frog 2","Farmer_v2_c2","Cigar","F3",122.62935050746991
4100,4293,"Frog","Hunter_v2_c1","Mustache","E2",109.1780943810659
4101,205,"Owl 2","Knight_v2_c3","Fire Eyes","D2",235.9722879078046
4102,3054,"Cat","Farmer_v3_c1","Techno Skin Blue","A2",125.01314489329401
4103,56,"Owl","Magician_v4_c1","Dragon Wings","A3",298.1601276481061
4104,3186,"Dog","Medic_v1_c3","Crystal Necklace","E2",122.5019477528198
4105,4009,"Platypus","Farmer_v1_c2","Tattoo 3","E3",111.80442939704822
4106,3936,"Gator","Farmer_v2_c2","None","B1",112.46964394453433
4107,757,"Owl","Hunter_v3_c3","Techno Skin Purple","G1",180.612837951139
4108,2595,"Rabbit","Peddler_v2_c3","Cigar","A3",132.67785012171092
4109,4354,"Gator","Hunter_v1_c2","None","A1",108.21438139723655
4110,4169,"Rabbit","Medic_v1_c2","Rock Hands","E3",110.21706511280114
4111,4718,"Frog","Fighter_v3_c1","None","D2",94.54009654604283
4112,548,"Cat","Detective_v3_c1","Sunglasses","A3",193.1197776460163
4113,3348,"Rabbit","Pirate_v1_c1","None","A2",119.5589025756177
4114,1989,"Rabbit","Pirate_v2_c1","Robotic Hand","B1",144.86660547343473
4115,1531,"Black Red Panda","Fighter_v3_c3","Bandana","B3",153.91442251457735
4116,4713,"Rabbit","Farmer_v2_c1","None","D3",94.55075944515595
4117,1689,"Shiba Inu","Magician_v2_c3","Tattoo 4","E3",150.49189753039352
4118,4931,"Frog 2","Bard_v1_c3","None","A1",86.52095309974307
4119,3895,"Cat","Fighter_v1_c2","Beard","E2",113.22588965811183
4120,2209,"Red Panda","Pirate_v2_c3","Pipe","A1",139.59388016599638
4121,179,"White Tiger","Detective_v2_c2","Fire Aura","B3",241.96352022283602
4122,4467,"Owl","Farmer_v2_c3","Tattoo 5","A1",106.40507019240583
4123,2928,"Husky","Bard_v1_c2","Black Eyes","A1",126.92769825657642
4124,660,"Gator","Peddler_v3_c3","Robotic Hand","A1",186.27711478490602
4125,3426,"Red Panda","Mercenary_v1_c3","None","D3",118.59052739595452
4126,669,"Frog 2","Detective_v3_c2","Aura Purple","E2",185.61992910850617
4127,4331,"Husky","Bard_v1_c3","Cigar","A1",108.59064619437223
4128,3701,"Black Cat","Medic_v1_c1","Robotic Hand","A1",114.90964138528975
4129,2809,"Frog 2","Detective_v2_c2","None","B3",128.8773266018218
4130,3872,"Platypus","Hunter_v1_c2","None","G1",113.38274707897115
4131,1746,"Owl","Fighter_v3_c3","Mutton Chop","A2",149.29727415533952
4132,1586,"Dog","Magician_v2_c1","Marked Skin","A3",152.72784427200665
4133,99,"Dog","Pirate_v3_c3","None","E3",268.8381447169108
4134,4249,"Red Panda","Farmer_v1_c2","Tattoo 5","A3",109.58393123919029
4135,3394,"Crow","Bard_v2_c2","Aura Purple","D3",119.06317201723539
4136,872,"White Tiger","Hunter_v2_c3","None","E2",174.99841229164366
4137,4595,"Platypus","Medic_v1_c2","None","C3",98.58775716775241
4138,2575,"Rabbit","Mercenary_v2_c1","White Eyes","A1",132.90612181542525
4139,4527,"Goat","Magician_v4_c3","None","E2",104.47622760695899
4140,284,"Stag","Detective_v3_c3","Mohawk","D3",221.77906723910195
4141,1064,"Stag","Medic_v1_c1","Unicorn","E2",166.74980579967482
4142,2768,"Black Red Panda","Bard_v2_c1","Antlers","F2",130.01612040153037
4143,3800,"Cat","Fighter_v1_c3","Aura Purple","A3",113.8370325479771
4144,4377,"Dog","Hunter_v1_c1","Earring","E1",107.84967075848579
4145,4922,"Frog 2","Hunter_v2_c3","None","A1",87.40942156821153
4146,121,"White Tiger","Peddler_v3_c1","Horns 2","F2",257.2695652173913
4147,3483,"Goat","Farmer_v3_c3","Horns","D3",117.82421552102356
4148,4734,"Frog 2","Farmer_v1_c3","None","B3",94.40529012765768
4149,554,"Gator","Magician_v1_c3","Techno Skin Purple","A3",192.7296720922409
4150,3477,"Frog","Farmer_v1_c3","Ice Hands","A1",117.89567661228647
4151,69,"Husky","Medic_v3_c3","Tattoo 5","F2",290.93807286094085
4152,2971,"Black Red Panda","Hunter_v1_c1","Bubble Pipe","E1",126.21208124685228
4153,4059,"Goat","Hunter_v2_c3","Horns","E1",111.26767127970412
4154,662,"Goat","Bard_v3_c2","Fire Skin","A3",185.9958402988538
4155,648,"Frog","Detective_v3_c3","Cigar","D3",187.00683922913788
4156,843,"Shiba Inu","Detective_v2_c1","Horns 2","F2",177.23981898457131
4157,2151,"Crow","Fighter_v3_c3","Rock Hands","E2",140.99277169696856
4158,1841,"Owl","Magician_v1_c3","None","B2",147.3829023022988
4159,4388,"Black Red Panda","Hunter_v1_c2","None","A1",107.76412344170537
4160,3502,"Platypus","Peddler_v2_c2","None","B2",117.33937458951496
4161,405,"Frog 2","Knight_v1_c2","Robotic Hand","A3",207.2216969623158
4162,4631,"Crow","Hunter_v2_c1","None","F1",96.78883912731966
4163,3236,"Frog","Pirate_v1_c2","None","A1",121.51874341231284
4164,618,"Dog","Pirate_v3_c1","Ice Hands","A3",188.29349434199702
4165,2288,"Shiba Inu","Mercenary_v2_c3","Monocle","E2",137.56736543245913
4166,359,"Gold Hart","Mercenary_v2_c1","Earring","D1",212.81922978921753
4167,4889,"Goat","Bard_v1_c2","None","D1",89.7980985154611
4168,1436,"Platypus","Magician_v2_c2","Cigar","A1",156.16695850967034
4169,2543,"Husky","Hunter_v3_c3","None","B3",133.5402107625783
4170,4124,"Goat","Peddler_v2_c3","None","A3",110.5516865735774
4171,466,"Nega Tiger","Fighter_v3_c1","Beard","E2",200.51717869935462
4172,4769,"Frog 2","Magician_v1_c2","None","A2",93.28533408645433
4173,3695,"Owl","Hunter_v1_c3","Aura Purple","A1",114.95945338771293
4174,2200,"Platypus","Detective_v2_c1","None","D2",139.79881850754256
4175,974,"Black Red Panda","Farmer_v2_c3","Electric","F3",170.01794168179677
4176,4479,"Cat","Bard_v3_c1","Tattoo 5","A3",106.30356032575489
4177,2725,"Owl","Magician_v2_c3","None","A1",130.52033858237053
4178,4122,"Frog","Hunter_v2_c3","Aura Aqua","A1",110.57751321870778
4179,4355,"Gator","Farmer_v2_c3","None","A2",108.21072316826154
4180,330,"Owl","Detective_v3_c3","Lava Hands","A3",215.7715412345197
4181,3591,"Black Cat","Hunter_v2_c2","Monocle","B3",116.2468119610379
4182,4060,"Owl 2","Farmer_v1_c1","Tattoo 3","E2",111.2641205541197
4183,489,"Black Red Panda","Detective_v3_c3","Beard","A2",197.7286398052218
4184,334,"Nega Tiger","Peddler_v2_c1","Tattoo 4","A2",215.47300901512162
4185,1339,"Gator","Pirate_v1_c1","Spiked Body","A1",158.9446487215576
4186,314,"Owl","Detective_v3_c3","Electric","E1",217.19792070376965
4187,2245,"Panda","Bard_v2_c2","Fire Aura","E2",138.597040879389
4188,751,"Dog","Detective_v3_c3","Mustache","A1",181.05296935767325
4189,3473,"Husky","Fighter_v1_c1","Aura Purple","D3",117.95652051390269
4190,3466,"Husky","Bard_v1_c1","Ice Hands","B3",118.07710730862095
4191,1764,"Rabbit","Magician_v2_c3","Bubble Pipe","E3",148.98901069723644
4192,925,"Goat","Peddler_v3_c3","Bandana","F1",172.45161669302894
4193,4929,"Crow","Medic_v1_c2","None","A3",86.58771760460844
4194,2754,"Black Red Panda","Hunter_v2_c3","Aura Aqua","D2",130.22383821856496
4195,2008,"Frog 2","Mercenary_v3_c1","Rock Hands","C1",144.2926091286042
4196,324,"Owl","Magician_v2_c2","Laser Eyes","A1",216.47203447812007
4197,4052,"Platypus","Hunter_v2_c3","Bubble Pipe","B1",111.39950191456482
4198,4119,"Owl","Peddler_v2_c2","None","A2",110.59344803016316
4199,4621,"Platypus","Fighter_v1_c1","None","E3",97.44140030011805
4201,3294,"Shiba Inu","Fighter_v3_c2","Tattoo 3","C3",120.65657177693753
4202,4152,"Shiba Inu","Bard_v2_c1","Tattoo 2","A2",110.40505476886811
4203,3361,"Husky","Pirate_v2_c1","None","A3",119.40533720101998
4204,4486,"Rabbit","Bard_v1_c3","Beard","A1",106.2145449208937
4205,3185,"Red Gator","Medic_v1_c1","None","A3",122.53254925444008
4206,1264,"Panda","Medic_v1_c1","Lava Hands","E1",161.62728097895314
4207,2877,"Goat","Peddler_v1_c1","Fire Aura","C3",127.57546815097206
4208,4922,"Frog 2","Hunter_v2_c2","None","A1",87.40942156821153
4209,2601,"Shiba Inu","Mercenary_v1_c3","Tattoo 3","E1",132.57250808277064
4210,4274,"Crow","Farmer_v1_c1","Tattoo 4","D3",109.45785105551738
4211,1537,"Cat","Magician_v3_c2","Beard","E1",153.86092967500784
4212,1514,"Shiba Inu","Detective_v1_c3","Bubble Pipe","B3",154.2127748582025
4213,1802,"Crow","Hunter_v2_c2","Unicorn","E3",148.45890431922408
4214,4205,"Owl","Hunter_v2_c2","White Eyes","A3",109.89776226395853
4215,4402,"Black Cat","Medic_v1_c3","Earring","E3",107.58650007003412
4216,552,"White Tiger","Hunter_v2_c1","Earring","B2",192.8091431455937
4217,3198,"Owl 2","Farmer_v2_c1","Tattoo 2","C1",122.22152521537016
4218,3524,"Rabbit","Mercenary_v3_c1","None","D3",117.1456381513554
4219,1463,"Crow","Detective_v1_c2","Cigar","B2",155.6428125401112
4220,3535,"Shiba Inu","Hunter_v1_c2","Robotic Hand","A2",116.9452149692585
4221,3145,"Red Gator","Hunter_v2_c1","None","E1",123.02076281805837
4222,3837,"Owl","Farmer_v3_c2","Marked Skin","A2",113.69077527476195
4223,2310,"Red Panda","Magician_v2_c1","None","B3",136.87629541293552
4224,781,"Tiger","Magician_v2_c1","Tattoo 3","A2",179.50169271673462
4225,3085,"Husky","Fighter_v1_c1","Horns 2","A2",124.37557634277715
4226,2850,"Husky","Farmer_v3_c2","Crystal Necklace","B3",128.0352986528069
4227,1686,"Gator","Magician_v3_c3","None","B2",150.51464352986326
4228,4671,"Owl","Peddler_v1_c2","None","D3",95.57167041824083
4229,335,"Red Gator","Pirate_v2_c1","Unicorn","B1",215.4253634167764
4230,4166,"Frog 2","Medic_v1_c2","White Eyes","E2",110.23677257856745
4231,3053,"Black Cat","Bard_v2_c1","Fire Eyes","E2",125.01925281707614
4232,2060,"Dog","Peddler_v2_c2","Fire Eyes","A2",143.10436397542284
4233,2534,"Crow","Hunter_v3_c1","None","B3",133.59592449950011
4234,4413,"Husky","Peddler_v1_c1","Tattoo 1","A1",107.37743775745535
4235,2357,"Husky","Mercenary_v2_c2","Spiked Body","B3",136.17010290652416
